,MUperGy,MUmax,MUstd,MUiqr,AAV,AAVmin,AAVmax,AAVstd,AAViqr,LSV,LSVmin,LSVmax,LSVstd,LSViqr,AFW,AFWmin,AFWmax,AFWstd,AFWiqr,ALT,CAS,CASmax,CASstd,CASiqr,CLS,CLSmin,CLSmax,CLSstd,CLSiqr,MAD,MADmax,MADstd,MADiqr,MFA,MFAstd,SAS2,SAS2max,SAS2std,SAS2iqr,SAS5max,SAS5std,SAS5iqr,SAS10max,SAS10std,SAS10iqr,SAS20max,SAS20std,SAS20iqr,EM,EMmin,EMmax,EMstd,EMiqr,MIt02,BI,BImin,BImax,BIstd,BIiqr,BM,BAmin,Gamma22loc10
65,333.92120556296413,0.0139126062276776,0.0023701848603461,0.0021376758092188,0.4636430753628816,0.142944992826999,0.7106626407934767,0.1731902901996987,0.29811419443279,0.9509536536335336,0.9334522834899804,0.965746622313642,0.0083341364361232,0.0138894253973321,11.346868572480124,4.753888871603542,61.47166593621174,10.70307647495254,7.763888297312789,76.80565979626944,0.6482697162128231,0.9433962264150944,0.1487191256069637,0.2641509433962264,0.0046110748561604,0.0,0.0188679245283018,0.0081312470208163,0.0,2571.390378549062,3326.8999687433243,472.82935828977526,506.6249993741512,8433.812733039244,2980.668094222848,0.0502291411367187,0.2641509433962264,0.0461995714368205,0.0377358490566037,0.320754716981132,0.0705737509063069,0.0754716981132075,0.6415094339622641,0.1480072045927085,0.1179245283018867,0.7547169811320755,0.2071721556141377,0.2311320754716981,0.3753458311768203,0.1338348296792528,0.9356454792219062,0.1818237125783669,0.2337824482649147,16.444381660851008,2.3025781025191527,0.7916278034305456,5.85425854113137,1.1478785129979148,1.5296989390313287,0.4873919074298854,31.424999289214608,99.2
66,333.92120556296413,0.0120407487957287,0.0018679952352344,0.0026331528121355,0.4097924299729072,0.1171616498982669,0.7138927630283175,0.1581168359796818,0.2469154842012604,0.9745411865245766,0.9501223819918,0.9993128812576492,0.0152189578035574,0.0262622242076475,9.119408070708216,7.068333272967074,51.77111073335012,7.482924516600954,7.930000160137815,69.1952821747312,0.5892151650972701,0.9056603773584904,0.1498656743258143,0.2075471698113207,0.005955457384574,0.0,0.0188679245283018,0.008670487467373,0.0188679245283018,1580.2907424825871,2299.7499525249004,423.69302307006666,708.7999936640264,7221.438963618045,2506.0415748359733,0.0575758374589405,0.3396226415094339,0.0601631625655874,0.0566037735849056,0.3962264150943396,0.0875403725875449,0.1320754716981132,0.5283018867924528,0.128892933938196,0.1933962264150943,0.830188679245283,0.2086950655355769,0.3066037735849056,0.3900213607519231,0.1385366319070686,1.0318678630084197,0.1927942496932093,0.1997727098749574,18.31722011831861,2.3585994553863534,0.8220208798473339,6.1265300571767725,1.1804854849265378,1.2959836069504356,0.5292872892776044,21.4949997715652,99.8
67,333.92120556296413,0.0177396304582456,0.0029764234924673,0.0039185481016287,0.3261359814055166,0.1417620813034049,0.6225382638240324,0.1163765580319664,0.1466252870536282,0.9617284798155536,0.9289336506681848,0.9830543843769248,0.0167062995648316,0.0306699561388148,14.545145994323493,14.525555344422658,47.40222158432008,7.158440448314972,10.413333333780368,69.02980719793301,0.5040171104568503,0.8653846153846154,0.1995848924789231,0.2259615384615384,0.0241270646365088,0.0,0.0408163265306122,0.0166659582333939,0.0384615384615384,1159.088134347685,1815.9499827176328,354.2141201399924,614.6374893561006,4735.254949398958,1866.4281503564143,0.2003961157757525,0.5192307692307692,0.1346872193128279,0.1538461538461538,0.5576923076923077,0.1488059984829096,0.1923076923076922,0.6730769230769231,0.1770990861417078,0.25,0.8269230769230768,0.1907074735540893,0.2836538461538461,0.6242187786047187,0.215720682001041,1.282063182242961,0.2761170212599615,0.4287642561020503,17.305812367309493,3.7258069629133215,1.2415812077136412,7.685764015805517,1.6803349670375387,2.6828771595794705,0.646583202797365,20.45499974787236,99.0
68,340.7834072997717,0.0083507408893627,0.0010967916355311,0.0013703637012348,0.2856630585481175,0.0769901312213939,0.5134335846503982,0.1076064375163338,0.1396282804994303,0.9184197292321216,0.8975069252077561,0.948060941828255,0.0224549533228694,0.0486445258832417,5.264717330858712,0.5211111101839278,35.67833247052299,10.644146548317378,12.634305158423048,75.33157704535283,0.6086640569087568,1.0,0.2032234017509354,0.3223684210526315,0.0,0.0,0.0,0.0,0.0,2285.6960717352845,2733.3998713493347,267.8219408214364,310.73749005049467,2359.508872023988,879.0952828080291,0.1425022113340163,0.4210526315789473,0.0818914551080147,0.1052631578947368,0.5263157894736841,0.1112259453084573,0.1118421052631578,0.6578947368421053,0.145693292704513,0.1644736842105263,1.0,0.1814040187285567,0.263157894736842,0.9029251095035458,0.3862472494355498,1.874534471823483,0.2806131078212464,0.3573581721916396,11.094788943366227,3.4136088188394504,1.3978654757850666,6.825468266240438,1.0217276892281868,1.353374871416257,0.6230364804078036,6.894999924302101,99.5
69,340.78340733385,0.0087497815889418,0.0011373320211689,0.001131767892182,0.2759571988264198,0.0601254273054225,0.4901284143856088,0.099372925703557,0.158393334775928,0.9515559472891776,0.928347201543252,0.9906815215596522,0.013228007931673,0.0075764881588392,4.790980534423064,1.1544444428549872,33.499999572171106,8.611998633624896,6.457777856124771,74.1959444566353,0.6453040047362644,1.0,0.1801081943875031,0.2162162162162162,0.0066754473911519,0.0,0.04,0.0130014626872237,0.0067567567567567,2384.6962854183435,3045.349857091904,289.57423038869183,301.812489207834,2138.5161240227385,771.5075676579017,0.158681695179053,0.5945945945945946,0.1339285472731398,0.1081081081081081,0.6756756756756755,0.1453141996650518,0.1418918918918918,0.8648648648648649,0.1826170209359967,0.2972972972972973,0.972972972972973,0.1899506902233427,0.2972972972972972,0.9562451290038404,0.3931773724503719,2.697855868129778,0.4001094036025086,0.3823606468723139,10.820640746746657,3.467361156794515,1.34982103292557,9.189966712374948,1.4545040730476395,1.4707774757133212,0.648819087243427,5.12999983727932,99.4
70,259.35069221862267,0.0084537602377821,0.0011509708931854,0.0012822967489735,0.3759992640181891,0.1333827053782153,0.5302805953887396,0.1063140270587669,0.1894799634605164,0.924695514715378,0.884953166033769,0.98028655235538,0.0268827756051315,0.0316868734501307,5.00912972471341,1.6865177529581477,43.04775240414598,12.87503679233638,20.28539297922273,63.23787822145404,0.4724759492428385,0.909090909090909,0.2276551128776297,0.3257575757575757,0.0190419190367319,0.0,0.0357142857142857,0.0152619208289532,0.0303030303030303,569.4907860167465,907.8999835252762,180.07749316183333,263.78749464452267,2292.6994571830446,666.0115200909361,0.1445930812175343,0.3636363636363636,0.1236814431714748,0.2727272727272727,0.3636363636363636,0.1156160927178562,0.2424242424242424,0.6666666666666666,0.111475044029367,0.1515151515151514,0.9393939393939394,0.1599606598776102,0.2045454545454545,0.7988732751578037,0.2891043231128176,1.924436268020701,0.4101575562157066,0.6485348814178318,8.990928465604105,2.483769369823237,0.7838703013357476,5.7630545109209645,1.4051827635487022,2.333237082892474,0.4905961317273255,8.205000093579292,99.4
71,259.35069221862267,0.0073289656327549,0.0007917935201486,0.0008035108020472,0.4403531359141767,0.2022065711194253,0.6159373216766456,0.0998566115838741,0.1424415917052251,0.9839114846446396,0.961265007860775,1.0,0.0135606269924971,0.0293384022843761,5.02939710564886,1.4196639543169,45.460112005137326,14.27991798517766,24.5219097206097,53.753029613783866,0.4564314794701088,0.8484848484848485,0.1854311015193511,0.303030303030303,0.0176424104181515,0.0,0.0344827586206896,0.0151175375452508,0.0303030303030303,566.5103454461123,976.7999832630156,177.00009130180544,235.9124942533672,2381.330479538793,562.2376829017505,0.1608525901801691,0.3636363636363636,0.1232612658178501,0.2651515151515151,0.3636363636363636,0.1188662707082286,0.2424242424242424,0.4545454545454545,0.097891450388061,0.1742424242424242,0.7878787878787878,0.1249569403090065,0.1439393939393939,0.6822594525950517,0.291601626928702,1.3243640600239683,0.2428791022775026,0.379229668328631,9.03087394038658,2.0433659877598607,0.7907203261706021,3.93496116067248,0.8041272038062145,1.2088423588889985,0.4849228382870356,10.920000302791596,99.7
72,311.7031061962877,0.0078583164964879,0.0008856281911261,0.0011396704422168,0.2663093429596089,0.155895662078438,0.398922015118974,0.0658251931533845,0.1097983778084249,0.9741258996538796,0.9643612758018084,0.9892828446019613,0.0057864068349171,0.0098182169340369,11.113543433893652,5.264045105054136,53.92528028970354,10.515872481240107,15.088202045372364,108.71131928911748,0.6478430753077317,0.9245283018867924,0.1515581173108462,0.2028301886792452,0.0188679245283018,0.0188679245283018,0.0188679245283018,8.698084614327943e-17,0.0,1456.193074078015,2159.0999753177166,414.4725803672864,631.1749995090067,6874.969194068178,1832.3302843664208,0.0337158328555563,0.2264150943396226,0.0395220666466847,0.0188679245283018,0.2830188679245282,0.0677522384820434,0.0754716981132075,0.4339622641509434,0.1050088560425398,0.1509433962264151,0.6037735849056604,0.1362098095888437,0.2075471698113207,0.840468785408169,0.4183451214303878,1.231379754631586,0.1897568677753565,0.3012047240238423,19.157256163042288,6.654587195742049,2.946479283963116,11.046409291576524,1.883415545065369,2.534676089582125,0.6041360458591533,38.027500009536745,98.3
73,311.703106227458,0.0080994161002124,0.0010831567322896,0.0010620071745247,0.2821182291488939,0.1125080449005117,0.4490337468885751,0.0872733873427314,0.138661173674301,0.9530596074590418,0.9434262936365168,0.960688530047466,0.0041916834728887,0.0066781552855542,11.42859196423281,2.9500001118089374,64.35674023594748,11.879250321314926,12.531460939163573,111.71886662154829,0.6324524410040628,0.9622641509433962,0.1831219879629958,0.2783018867924528,0.0188679245283017,0.0188679245283018,0.0188679245283018,8.698084614327943e-17,0.0,1447.9010992123658,2150.7499636411667,314.75831610743893,477.37499233707786,7232.404069497185,2377.862239974882,0.0279561836586412,0.1320754716981132,0.022118281626508,0.0188679245283018,0.3018867924528301,0.0595356556745542,0.0754716981132075,0.490566037735849,0.1078109291540859,0.1320754716981132,0.6981132075471697,0.1483942376566836,0.1886792452830188,0.781724913172866,0.4515633831928337,1.543053598113192,0.2241374903304723,0.3195019649500092,19.201072367135687,5.983847801568856,2.816706576056124,11.456810136547457,1.826012452531996,2.670378090595378,0.6178335703595939,30.627499318867923,99.4
74,238.40482250669567,0.0066072993892639,0.0006288454493086,0.000620863907835,0.3404977027662025,0.1707970975024178,0.5364109926758693,0.0851411685982559,0.079622479931566,0.9166829569970314,0.906097468372918,0.9518143961927424,0.0113837791381796,0.0037644567742269,9.40559676994343,0.5999985812755113,88.00954894989394,22.892352314605805,29.437639840700648,91.8853643242179,0.6583599174137827,1.0,0.2351070549579312,0.3902439024390243,0.0183670671231993,0.0,0.075,0.0213058798343901,0.0256410256410256,1298.514301439802,1871.049958705902,345.45867317690863,601.024984754622,4234.831699465775,993.6120038937008,0.125858147425041,0.3170731707317073,0.0469887212087372,0.048780487804878,0.3658536585365853,0.0736428568706697,0.0975609756097561,0.4878048780487804,0.1104007453403279,0.1890243902439024,0.7073170731707316,0.1438368276583474,0.2621951219512195,0.9348649790730108,0.395148582197515,1.7162835134273915,0.3218353511750887,0.5375439050443988,13.510533765409551,5.105045000625766,1.6993292539561426,10.803936592811276,2.1562398362546427,3.6676335101446766,0.5701333051666616,22.082499665021896,98.7
